City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Lubao,PH,2022-07-28 18:59:08,14.9167,120.55,80.67,88,100,2.39
276,Saint Anthony,US,2022-07-28 18:58:35,45.0205,-93.218,76.33,50,72,3.0
277,Acapulco,MX,2022-07-28 18:59:08,16.8634,-99.8901,81.86,72,78,1.9
278,Tamandare,BR,2022-07-28 18:59:08,-8.7597,-35.1047,77.88,76,19,6.2
279,Wainwright,CA,2022-07-28 18:59:08,52.839,-110.8572,79.93,43,0,9.04
280,Erzurum,TR,2022-07-28 18:59:09,40.0,41.5,65.88,41,0,6.08
281,Prince Rupert,CA,2022-07-28 18:54:40,54.3161,-130.3201,65.89,86,0,5.75
282,Grenville,GD,2022-07-28 18:59:09,12.1167,-61.6167,86.05,68,7,16.84
283,Teahupoo,PF,2022-07-28 18:59:09,-17.8333,-149.2667,75.16,77,31,25.05
284,Sinnamary,GF,2022-07-28 18:59:10,5.3833,-52.95,82.29,76,87,9.24
285,Alice Springs,AU,2022-07-28 18:59:10,-23.7,133.8833,36.95,48,46,0.0
286,Sistranda,NO,2022-07-28 18:59:10,63.7256,8.834,57.16,64,89,5.44
287,Korla,CN,2022-07-28 18:59:10,41.7597,86.1469,90.46,15,98,9.86
288,Hualmay,PE,2022-07-28 18:59:11,-11.0964,-77.6139,66.49,71,17,9.01
289,Nenjiang,CN,2022-07-28 18:59:11,49.1833,125.2167,65.41,97,100,5.26
290,Liverpool,GB,2022-07-28 18:59:11,53.4106,-2.9779,66.7,75,20,5.75
291,Plover,US,2022-07-28 18:59:12,44.4564,-89.544,74.98,50,40,11.5
292,Richards Bay,ZA,2022-07-28 18:59:12,-28.783,32.0377,67.48,78,0,13.91
293,Kailua,US,2022-07-28 18:59:12,21.4022,-157.7394,81.48,67,40,6.91
294,Beisfjord,NO,2022-07-28 18:59:12,68.3751,17.5988,55.04,83,69,3.04
295,Bara,NG,2022-07-28 18:59:13,10.3744,10.7288,75.81,83,70,6.2
296,Taoudenni,ML,2022-07-28 18:59:13,22.6783,-3.9836,109.42,12,38,16.75
297,Kargasok,RU,2022-07-28 18:59:13,59.0556,80.8572,61.97,71,77,9.62
298,Qaqortoq,GL,2022-07-28 18:59:13,60.7167,-46.0333,47.52,69,90,5.79
299,Ketchikan,US,2022-07-28 18:59:14,55.3422,-131.6461,71.26,57,1,7.14
300,Beyla,GN,2022-07-28 18:55:13,8.6833,-8.6333,69.71,94,92,4.05
301,Kirakira,SB,2022-07-28 18:59:14,-10.4544,161.9205,78.53,86,80,8.55
302,Cherskiy,RU,2022-07-28 18:59:14,68.75,161.3,51.04,55,7,4.16
303,Envira,BR,2022-07-28 18:59:15,-7.3,-70.2167,93.9,34,62,1.7
304,Sioux Lookout,CA,2022-07-28 18:55:34,50.1001,-91.917,62.67,72,75,9.22
305,Ixtapa,MX,2022-07-28 18:59:15,20.7,-105.2,88.23,64,64,4.0
306,Lamar,US,2022-07-28 18:59:15,33.6668,-95.5836,104.99,31,82,6.76
307,Beyneu,KZ,2022-07-28 18:59:15,45.3167,55.2,73.9,66,47,5.26
308,Dahegam,IN,2022-07-28 18:59:16,23.1667,72.8167,82.17,72,99,7.58
309,Karratha,AU,2022-07-28 18:59:16,-20.7377,116.8463,68.79,64,5,6.22
310,Altus,US,2022-07-28 18:59:16,34.6381,-99.334,104.52,28,0,5.75
311,Deniliquin,AU,2022-07-28 18:59:16,-35.5333,144.9667,38.7,94,2,6.71
312,Aginskoye,RU,2022-07-28 18:59:17,51.1,114.53,53.35,77,35,2.68
313,Zhaotong,CN,2022-07-28 18:59:17,27.3167,103.7167,60.44,89,11,0.34
314,Vredendal,ZA,2022-07-28 18:59:17,-31.6683,18.5012,55.44,92,26,14.76
315,Sikonge,TZ,2022-07-28 18:59:18,-5.6333,32.7667,73.62,40,49,7.47
316,Shelui,TZ,2022-07-28 18:59:18,-4.3667,34.2,77.31,38,95,10.4
317,Corinto,GR,2022-07-28 18:59:18,37.9407,22.9573,85.89,40,0,3.94
318,Bathsheba,BB,2022-07-28 18:59:18,13.2167,-59.5167,88.41,78,40,19.57
319,Laguna,US,2022-07-28 18:56:49,38.421,-121.4238,94.96,41,0,5.75
320,Medea,DZ,2022-07-28 18:59:19,36.2642,2.7539,77.88,53,0,4.68
321,Naze,JP,2022-07-28 19:00:19,28.3667,129.4833,80.49,81,24,14.65
322,Hobyo,SO,2022-07-28 19:00:19,5.3505,48.5268,76.21,86,83,24.16
323,Petropavlovsk-Kamchatskiy,RU,2022-07-28 19:00:19,53.0452,158.6483,52.39,100,100,4.47
324,Itaituba,BR,2022-07-28 18:59:24,-4.2761,-55.9836,95.16,49,40,4.61
325,Inuvik,CA,2022-07-28 19:00:20,68.3499,-133.7218,41.85,91,100,11.05
326,Vila Velha,BR,2022-07-28 18:59:40,-20.3297,-40.2925,80.55,76,40,16.11
327,Kasempa,ZM,2022-07-28 19:00:20,-13.4584,25.8338,60.01,43,100,5.06
328,Yumen,CN,2022-07-28 18:56:19,40.2833,97.2,78.58,12,93,9.98
329,Daru,PG,2022-07-28 19:00:21,-9.0763,143.2092,75.87,90,98,18.39
330,Belyy Yar,RU,2022-07-28 19:00:21,53.6039,91.3903,58.89,73,0,2.24
331,Ha Noi,VN,2022-07-28 19:00:02,21.0245,105.8412,82.4,85,100,7.02
332,Sibolga,ID,2022-07-28 19:00:21,1.7427,98.7792,76.28,90,100,2.68
333,Marrakesh,MA,2022-07-28 18:58:57,31.6315,-8.0083,95.07,26,40,8.05
334,Olinda,BR,2022-07-28 18:59:25,-8.0089,-34.8553,80.33,74,20,11.5
335,Luxor,EG,2022-07-28 19:00:22,25.6989,32.6421,93.94,14,3,9.31
336,Port Macquarie,AU,2022-07-28 19:00:22,-31.4333,152.9167,41.9,70,97,5.37
337,Staryy Nadym,RU,2022-07-28 19:00:22,65.6118,72.6842,61.14,66,35,1.9
338,Radyvyliv,UA,2022-07-28 19:00:23,50.1299,25.2558,64.2,74,100,6.22
339,Tucupita,VE,2022-07-28 19:00:23,9.0622,-62.051,87.62,60,95,3.02
340,Abha,SA,2022-07-28 19:00:23,18.2164,42.5053,67.98,60,100,4.63
341,Ambilobe,MG,2022-07-28 19:00:24,-13.2,49.05,67.95,86,15,2.86
342,Gamba,GA,2022-07-28 19:00:24,-2.65,10.0,71.13,85,100,3.47
343,Luan,CH,2022-07-28 19:00:24,46.3592,6.9759,68.63,84,55,1.59
344,Merke,KZ,2022-07-28 19:00:25,42.8728,73.1786,75.09,47,18,6.15
345,Murgab,TM,2022-07-28 19:00:25,37.4966,61.9714,86.43,20,0,9.01
346,Tessalit,ML,2022-07-28 19:00:26,20.1986,1.0114,96.08,22,87,12.95
347,Lantawan,PH,2022-07-28 19:00:26,10.6167,123.9833,76.98,86,100,6.62
348,Rehoboth,NA,2022-07-28 19:00:26,-23.3167,17.0833,57.88,24,3,9.57
349,Chulucanas,PE,2022-07-28 19:00:27,-5.0925,-80.1625,87.89,40,4,4.88
350,Sarh,TD,2022-07-28 19:00:27,9.1429,18.3923,69.85,96,99,3.58
351,Maxixe,MZ,2022-07-28 19:00:28,-23.8597,35.3472,62.06,74,0,3.67
352,Iranshahr,IR,2022-07-28 19:00:28,27.2025,60.6848,90.09,51,100,4.76
353,Monteagudo,BO,2022-07-28 19:00:28,-19.8167,-63.9833,89.65,26,16,8.57
354,Matara,LK,2022-07-28 19:00:29,5.9485,80.5353,77.49,93,100,6.69
355,Esperance,AU,2022-07-28 19:00:29,-33.8667,121.9,57.36,77,0,12.21
356,Benemerito De Las Americas,MX,2022-07-28 19:00:29,16.5167,-90.6439,82.38,76,76,3.6
357,Macusani,PE,2022-07-28 19:00:30,-14.0833,-70.4333,52.84,20,9,6.11
358,Caravelas,BR,2022-07-28 18:58:58,-17.7125,-39.2481,75.61,64,0,7.7
359,Rosetta,EG,2022-07-28 19:00:30,31.4044,30.4164,79.81,75,0,8.84
360,Ugoofaaru,MV,2022-07-28 19:00:31,5.6667,73.0,81.91,78,58,17.54
361,Khandyga,RU,2022-07-28 19:00:31,62.6667,135.6,63.45,71,93,3.15
362,Loanda,AO,2022-07-28 18:55:42,-8.8368,13.2343,69.62,85,57,11.3
363,Paveh,IR,2022-07-28 19:00:31,35.0434,46.3565,73.72,12,0,4.0
364,Kanniyakumari,IN,2022-07-28 19:00:32,8.0833,77.5667,78.46,90,100,10.0
365,La Libertad,EC,2022-07-28 19:00:32,-2.2333,-80.9,72.19,79,35,10.6
366,Ust-Ilimsk,RU,2022-07-28 19:00:33,58.0006,102.6619,59.11,99,100,4.27
367,Winkler,CA,2022-07-28 19:00:33,49.1817,-97.941,71.78,51,15,16.89
368,Lengshuitan,CN,2022-07-28 19:00:34,26.4111,111.5956,79.03,75,100,1.9
369,Maniitsoq,GL,2022-07-28 19:00:34,65.4167,-52.9,41.54,87,83,0.43
370,Yulara,AU,2022-07-28 19:01:34,-25.2406,130.9889,48.29,32,79,8.05
371,Zhaodong,CN,2022-07-28 19:01:35,46.0833,125.9833,69.67,93,100,5.26
372,Nagorsk,RU,2022-07-28 19:01:35,59.3172,50.8078,59.79,86,29,1.86
373,Fort Nelson,CA,2022-07-28 18:56:45,58.8053,-122.7002,72.99,46,75,16.11
374,Dudinka,RU,2022-07-28 19:01:35,69.4058,86.1778,51.67,76,0,5.41
375,Fairbanks,US,2022-07-28 18:57:54,64.8378,-147.7164,60.22,71,75,1.01
376,San Quintin,MX,2022-07-28 18:59:41,30.4833,-115.95,73.87,67,11,12.1
377,Guarapari,BR,2022-07-28 19:01:36,-20.6667,-40.4975,76.89,70,34,18.88
378,Ewa Beach,US,2022-07-28 19:01:36,21.3156,-158.0072,82.6,65,94,5.01
379,Tekanto,MX,2022-07-28 19:01:36,21.0167,-89.1,96.91,35,98,7.85
380,Kant,IN,2022-07-28 19:01:37,27.8,79.8,83.77,76,100,2.51
381,Sur,OM,2022-07-28 19:01:37,22.5667,59.5289,83.07,71,100,17.25
382,San Jose,US,2022-07-28 18:57:18,37.3394,-121.895,86.25,53,40,10.36
383,Pedro Juan Caballero,PY,2022-07-28 19:01:37,-22.5472,-55.7333,87.76,30,0,9.22
384,Mesaria,GR,2022-07-28 19:01:38,36.3985,25.4459,78.87,69,0,0.0
385,Libourne,FR,2022-07-28 19:01:38,44.9167,-0.25,75.7,50,97,8.86
386,Nova Olinda Do Norte,BR,2022-07-28 19:01:38,-3.8881,-59.0942,97.47,26,12,3.36
387,Cayenne,GF,2022-07-28 19:00:08,4.9333,-52.3333,87.84,11,75,5.75
388,Marawi,PH,2022-07-28 19:01:38,7.9986,124.2928,69.15,92,100,4.18
389,Kulhudhuffushi,MV,2022-07-28 19:01:39,6.6221,73.07,81.52,79,100,17.92
390,Inirida,CO,2022-07-28 19:01:39,3.8653,-67.9239,76.05,88,94,3.56
391,Walvis Bay,NA,2022-07-28 18:56:55,-22.9575,14.5053,55.09,76,6,4.61
392,Kaeo,NZ,2022-07-28 19:01:39,-35.1,173.7833,53.64,81,92,6.29
393,Bondo,CD,2022-07-28 19:01:39,3.8146,23.6866,69.75,99,100,2.48
394,Mehamn,NO,2022-07-28 18:59:43,71.0357,27.8492,49.95,81,75,16.11
395,Camacha,PT,2022-07-28 19:01:40,33.0833,-16.3333,71.02,78,75,12.66
396,Xiantao,CN,2022-07-28 19:01:40,30.3833,113.4,76.19,94,2,6.44
397,Poddorye,RU,2022-07-28 19:01:40,57.4695,31.1156,56.82,84,65,4.7
398,Moba,CN,2022-07-28 19:01:41,33.2288,105.0179,58.78,92,3,3.22
399,San Miguel,SV,2022-07-28 19:00:33,13.4833,-88.1833,88.86,55,100,2.17
400,Rocha,UY,2022-07-28 19:00:27,-34.4833,-54.3333,49.15,88,100,16.55
401,Carutapera,BR,2022-07-28 19:01:41,-1.195,-46.02,81.64,80,25,6.42
402,Hervey Bay,AU,2022-07-28 18:59:48,-25.2986,152.8535,51.03,88,0,3.0
403,Batemans Bay,AU,2022-07-28 19:01:41,-35.7167,150.1833,45.59,90,100,4.9
404,Labrea,BR,2022-07-28 19:01:41,-7.2586,-64.7981,99.34,21,0,0.76
405,Gotsu,JP,2022-07-28 19:01:42,35.0,132.2167,76.5,87,5,5.57
406,Egvekinot,RU,2022-07-28 19:01:42,66.3167,-179.1667,41.4,87,100,2.84
407,Honiara,SB,2022-07-28 19:01:42,-9.4333,159.95,76.08,88,40,6.51
408,Ballina,AU,2022-07-28 19:01:43,-28.8667,153.5667,48.02,99,1,6.55
409,Namibe,AO,2022-07-28 19:01:43,-15.1961,12.1522,62.2,84,11,7.54
410,Ust-Kuyga,RU,2022-07-28 19:01:43,70.0167,135.6,64.89,95,100,4.52
411,Aksu,CN,2022-07-28 18:59:52,41.1231,80.2644,83.55,34,16,2.17
412,Uruguaiana,BR,2022-07-28 19:01:43,-29.7547,-57.0883,56.79,93,100,17.54
413,West Bay,KY,2022-07-28 19:01:44,19.3667,-81.4167,87.06,77,16,16.4
414,Benevides,BR,2022-07-28 19:01:44,-1.3614,-48.2447,89.4,69,100,3.67
415,Muroto,JP,2022-07-28 19:01:44,33.2833,134.15,80.22,85,31,11.18
416,Pangnirtung,CA,2022-07-28 19:02:45,66.1451,-65.7125,51.8,100,100,9.22
417,Odessa,UA,2022-07-28 19:02:45,46.4775,30.7326,76.93,60,7,9.84
418,Rizhao,CN,2022-07-28 19:02:45,35.4275,119.4553,76.23,93,100,4.7
419,Belozerskoye,RU,2022-07-28 19:02:45,55.8214,65.5842,62.35,74,100,13.76
420,Fukue,JP,2022-07-28 19:02:46,32.6881,128.8419,82.65,80,13,8.46
421,Santa Vitoria,BR,2022-07-28 19:02:46,-18.8386,-50.1214,86.36,21,0,5.44
422,Corrente,BR,2022-07-28 19:02:46,-3.7367,-43.3394,87.26,51,100,3.11
423,Grimshaw,CA,2022-07-28 19:02:46,56.1834,-117.6027,84.33,45,0,8.63
424,Mocuba,MZ,2022-07-28 19:02:47,-16.8392,36.9856,62.04,87,9,3.94
425,Arman,RU,2022-07-28 19:02:47,59.7,150.1667,53.46,94,100,4.85
426,Havoysund,NO,2022-07-28 19:02:47,70.9963,24.6622,48.43,83,24,13.13
427,Awka,NG,2022-07-28 19:02:47,6.2101,7.0741,71.29,98,100,5.3
428,Bangolo,CI,2022-07-28 19:02:48,7.0069,-7.475,71.69,91,21,1.68
429,Tiznit,MA,2022-07-28 19:02:48,29.5833,-9.5,75.72,54,0,5.26
430,Srednekolymsk,RU,2022-07-28 19:02:42,67.45,153.6833,47.25,66,6,9.1
431,Kampong Thum,KH,2022-07-28 19:02:48,12.7111,104.8887,77.02,91,17,2.66
432,Zhigalovo,RU,2022-07-28 19:02:48,54.8097,105.1578,54.23,98,100,3.6
433,Derzhavinsk,KZ,2022-07-28 19:02:49,51.1,66.3167,58.64,87,54,12.77
434,Weyburn,CA,2022-07-28 19:01:02,49.6668,-103.8511,71.29,37,0,5.68
435,Beroroha,MG,2022-07-28 19:02:49,-21.6667,45.1667,67.93,57,0,2.75
436,Riyadh,SA,2022-07-28 18:59:30,24.6877,46.7219,96.94,36,100,9.31
437,Bilibino,RU,2022-07-28 19:00:02,68.0546,166.4372,48.45,61,12,4.34
438,Sangar,RU,2022-07-28 19:02:49,63.9242,127.4739,64.78,72,6,1.59
439,Manzhouli,CN,2022-07-28 19:02:50,49.6,117.4333,58.33,61,5,3.11
440,Longyearbyen,SJ,2022-07-28 19:01:16,78.2186,15.6401,42.64,87,75,18.41
441,Talnakh,RU,2022-07-28 18:59:31,69.4865,88.3972,52.21,74,0,8.23
442,Cantagallo,CO,2022-07-28 19:00:23,7.376,-73.9196,88.05,56,63,3.76
443,Makasar,ID,2022-07-28 19:02:50,-5.14,119.4221,71.65,94,20,3.44
444,Georgiyevka,KZ,2022-07-28 19:02:50,43.0369,74.7114,78.84,47,40,8.95
445,Fortuna,US,2022-07-28 19:02:51,40.5982,-124.1573,70.93,75,75,9.22
446,Cap Malheureux,MU,2022-07-28 19:01:00,-19.9842,57.6142,69.48,74,3,3.0
447,Cloquet,US,2022-07-28 19:02:51,46.7216,-92.4594,69.6,63,100,10.36
448,Anzio,IT,2022-07-28 19:02:51,41.4853,12.6179,81.73,75,0,5.64
449,Coihaique,CL,2022-07-28 19:02:52,-45.5752,-72.0662,38.66,98,88,11.16
450,Oudtshoorn,ZA,2022-07-28 19:02:52,-33.5907,22.2014,59.9,40,0,4.25
451,Weston,US,2022-07-28 19:02:52,26.1004,-80.3998,93.99,60,20,12.66
452,Tarauaca,BR,2022-07-28 19:02:52,-8.1614,-70.7656,92.55,38,77,2.51
453,Ust-Karsk,RU,2022-07-28 19:02:53,52.7011,118.8077,54.64,97,1,3.71
454,Cedar City,US,2022-07-28 19:02:11,37.6775,-113.0619,83.37,37,0,9.22
455,Mersing,MY,2022-07-28 19:02:53,2.4312,103.8405,78.12,92,86,5.37
456,Le Port,RE,2022-07-28 19:02:53,-20.9373,55.2919,69.76,79,97,4.74
457,Tingo Maria,PE,2022-07-28 18:59:24,-9.2895,-76.0088,86.31,62,20,4.61
458,Vila Franca Do Campo,PT,2022-07-28 19:02:54,37.7167,-25.4333,75.61,72,10,3.53
459,Vao,NC,2022-07-28 19:03:54,-22.6667,167.4833,68.67,68,100,12.48
460,Isangel,VU,2022-07-28 19:03:54,-19.55,169.2667,73.56,91,100,10.49
461,Ploemeur,FR,2022-07-28 19:03:54,47.7333,-3.4333,71.85,54,0,11.5
462,Bad Sackingen,DE,2022-07-28 19:03:55,47.5537,7.9461,73.08,89,100,3.87
463,Jalu,LY,2022-07-28 18:59:40,29.0331,21.5482,93.02,20,0,10.67
464,Cairns,AU,2022-07-28 19:03:55,-16.9167,145.7667,66.15,63,75,10.36
465,Maceio,BR,2022-07-28 18:59:40,-9.6658,-35.7353,78.24,83,75,12.66
466,Cleveland,US,2022-07-28 19:02:38,41.4995,-81.6954,86.18,56,40,14.97
467,Shar,KZ,2022-07-28 19:03:55,49.5886,81.0453,73.6,47,43,1.61
468,Muros,ES,2022-07-28 19:03:56,42.7762,-9.0603,74.68,69,0,10.33
469,Burgersdorp,ZA,2022-07-28 19:03:56,-30.9977,26.3286,52.03,76,64,11.99
470,Saryagash,KZ,2022-07-28 19:03:56,41.4511,69.1701,85.96,26,35,8.77
471,Kutum,SD,2022-07-28 18:59:38,14.2,24.6667,77.81,50,100,7.87
472,Codrington,AU,2022-07-28 19:00:52,-38.2667,141.9667,45.39,76,6,5.99
473,Lata,PT,2022-07-28 19:03:56,40.1629,-8.3327,70.81,64,0,8.81
474,Plettenberg Bay,ZA,2022-07-28 19:03:57,-34.0527,23.3716,62.65,49,0,5.99
475,Havelock,US,2022-07-28 19:03:57,34.8791,-76.9013,96.06,79,100,10.0
476,Ejea De Los Caballeros,ES,2022-07-28 19:03:57,42.1263,-1.1372,86.22,31,60,6.58
477,Grand Forks,US,2022-07-28 19:03:58,47.9417,-97.4337,69.73,60,100,11.5
478,Port Blair,IN,2022-07-28 18:59:46,11.6667,92.75,82.44,83,40,4.61
479,Balkanabat,TM,2022-07-28 19:03:58,39.5108,54.3671,87.57,49,15,7.34
480,Coihueco,CL,2022-07-28 19:03:58,-36.6167,-71.8333,57.94,51,0,16.11
481,Kidal,ML,2022-07-28 19:03:58,18.4411,1.4078,87.24,43,90,8.43
482,El Carrizo,MX,2022-07-28 19:03:59,24.0261,-106.8814,89.83,57,41,7.74
483,Warri,NG,2022-07-28 19:03:59,5.5167,5.75,73.26,96,100,4.52
484,Dunhua,CN,2022-07-28 19:03:59,43.3725,128.2425,63.9,97,41,6.24
485,Saint-Francois,FR,2022-07-28 19:01:45,46.4154,3.9054,78.24,38,0,8.05
486,Vanimo,PG,2022-07-28 19:04:00,-2.6741,141.3028,76.42,91,39,5.37
487,Solnechnyy,RU,2022-07-28 19:04:00,50.7214,136.6319,65.14,95,100,1.81
488,Karaton,ID,2022-07-28 19:04:00,-6.3424,106.1045,75.78,90,100,1.28
489,Norden,DE,2022-07-28 19:04:00,53.6,7.2,62.58,66,100,11.7
490,Port Lincoln,AU,2022-07-28 19:00:52,-34.7333,135.8667,52.75,84,100,13.18
491,Iquitos,PE,2022-07-28 19:04:01,-3.7481,-73.2472,86.04,66,75,1.14
492,Flin Flon,CA,2022-07-28 19:04:01,54.7682,-101.865,77.92,28,52,4.32
493,Lodwar,KE,2022-07-28 19:02:24,3.1191,35.5973,85.06,38,21,8.43
494,Paamiut,GL,2022-07-28 19:03:16,61.994,-49.6678,41.95,92,100,18.75
495,Maloye Verevo,RU,2022-07-28 19:04:01,59.6136,30.1728,62.17,81,89,4.23
496,Shingu,JP,2022-07-28 19:04:02,33.7333,135.9833,76.51,92,55,4.38
497,Alofi,NU,2022-07-28 18:59:43,-19.0595,-169.9187,75.09,83,20,11.5
498,Shieli,KZ,2022-07-28 19:04:02,44.1667,66.75,80.67,35,0,8.3
499,Guerrero Negro,MX,2022-07-28 18:59:22,27.9769,-114.0611,78.64,55,18,12.28
500,Kamina,CD,2022-07-28 19:04:02,-8.7386,24.9906,65.88,30,37,3.02
501,Kuala Terengganu,MY,2022-07-28 19:04:03,5.3302,103.1408,78.94,89,20,7.2
502,Meulaboh,ID,2022-07-28 19:04:03,4.1363,96.1285,75.96,89,100,2.35
503,Olafsvik,IS,2022-07-28 19:05:03,64.8945,-23.7142,46.51,87,100,16.17
504,Irbit,RU,2022-07-28 19:05:04,57.6705,63.071,56.16,83,80,6.26
505,Yarmouth,US,2022-07-28 19:02:38,41.7057,-70.2286,84.96,75,40,12.66
506,Raudeberg,NO,2022-07-28 19:05:04,61.9875,5.1352,59.67,77,16,16.46
507,Tomatlan,MX,2022-07-28 19:05:04,19.9333,-105.25,91.62,48,70,8.77
508,Thinadhoo,MV,2022-07-28 19:05:04,0.5333,72.9333,82.99,71,78,12.44
509,Jurm,AF,2022-07-28 19:05:05,36.8648,70.8342,72.88,48,0,2.19
510,Valverde Del Camino,ES,2022-07-28 19:05:05,37.5751,-6.7543,77.04,36,0,5.1
511,Toyooka,JP,2022-07-28 19:05:05,35.5333,134.8333,74.88,94,8,5.26
512,Tandalti,SD,2022-07-28 19:05:06,13.0167,31.8667,84.06,57,99,13.73
513,Staraya Poltavka,RU,2022-07-28 19:05:06,50.4772,46.4814,75.76,59,43,6.71
514,Nabire,ID,2022-07-28 19:05:06,-3.3667,135.4833,75.24,91,48,3.33
515,Katsuura,JP,2022-07-28 19:05:06,35.1333,140.3,79.3,91,53,9.28
516,Sandwick,GB,2022-07-28 19:05:07,60.0,-1.25,57.02,82,20,8.05
517,Catuday,PH,2022-07-28 19:05:07,16.2923,119.8062,81.01,78,97,0.89
518,Rajula,IN,2022-07-28 19:05:07,21.05,71.4333,80.55,84,99,10.11
519,Mayo,US,2022-07-28 19:05:08,38.8876,-76.5119,93.34,76,75,10.36
520,Goksun,TR,2022-07-28 19:05:08,38.021,36.4973,69.8,42,0,4.03
521,Shaoxing,CN,2022-07-28 19:03:34,30.011,120.5715,85.95,88,0,1.45
522,Russell,US,2022-07-28 19:04:14,32.3502,-85.1999,92.37,55,0,3.44
523,Krosno,PL,2022-07-28 19:05:08,49.6887,21.7706,66.04,71,6,5.23
524,Bow Island,CA,2022-07-28 19:05:09,49.8668,-111.3684,83.62,32,0,9.93
525,Gushikawa,JP,2022-07-28 19:05:09,26.3544,127.8686,82.4,93,0,8.05
526,Vaasa,FI,2022-07-28 19:05:09,63.096,21.6158,59.02,72,0,6.91
527,Ponta Do Sol,PT,2022-07-28 19:05:09,32.6667,-17.1,76.71,79,0,2.8
528,Kabinda,CD,2022-07-28 19:04:22,-6.1333,24.4833,71.92,30,98,2.35
529,Flic En Flac,MU,2022-07-28 19:05:10,-20.2742,57.3631,70.36,78,5,10.36
530,Worthington,US,2022-07-28 19:05:10,40.0931,-83.018,87.03,54,0,11.5
531,Uyovu,TZ,2022-07-28 19:05:10,-3.2833,31.5258,74.35,40,49,3.65
532,Abnub,EG,2022-07-28 19:05:11,27.2696,31.1511,93.45,13,0,8.12
533,Shangrao,CN,2022-07-28 19:05:11,28.4532,117.9686,76.1,85,83,1.3
534,Nadym,RU,2022-07-28 19:01:48,65.5333,72.5167,60.93,69,29,3.13
535,Las Choapas,MX,2022-07-28 19:05:11,17.9333,-94.0833,83.8,73,99,2.98
536,Yenagoa,NG,2022-07-28 19:05:11,4.9247,6.2642,72.86,95,100,3.83
537,Maragogi,BR,2022-07-28 19:02:50,-9.0122,-35.2225,77.22,80,38,6.29
538,Yevsino,RU,2022-07-28 19:05:12,54.4172,83.3222,59.49,80,61,6.6
539,Bucerias,MX,2022-07-28 19:00:30,20.75,-105.3333,88.99,64,73,6.4
540,Orange Cove,US,2022-07-28 19:05:12,36.6244,-119.3137,98.24,21,20,4.61
541,High Level,CA,2022-07-28 19:05:12,58.5169,-117.136,76.03,65,81,7.58
542,Spring Valley,US,2022-07-28 19:05:13,36.108,-115.245,93.15,39,40,8.05
543,Ahipara,NZ,2022-07-28 19:05:13,-35.1667,173.1667,55.8,73,99,9.91
544,Molina,CL,2022-07-28 19:05:13,-35.1167,-71.2833,53.33,62,0,11.5
545,Mishkino,RU,2022-07-28 19:05:13,55.3389,63.9175,58.21,89,100,10.2
546,Ulladulla,AU,2022-07-28 19:05:14,-35.35,150.4667,48.09,82,100,7.38
547,Skogn,NO,2022-07-28 19:05:14,63.7,11.2,56.59,71,92,2.35
548,Mercedes,AR,2022-07-28 19:05:14,-34.6515,-59.4307,61.95,47,5,16.15
549,Quarteira,PT,2022-07-28 19:01:17,37.0695,-8.1006,92.97,42,0,18.41
550,Ixtlan,MX,2022-07-28 19:06:15,20.1833,-102.4,83.01,46,70,2.28
551,Pringsewu,ID,2022-07-28 19:06:15,-5.3582,104.9744,75.63,92,100,0.09
